# Fission Barrier Parameters in JENDL-4.0
# taken from Table 4 in Actinoid files, by O. Iwamoto
#
#     Z  At  Acn    V1      hw1     V2      hw2
#                  [MeV]   [MeV]   [MeV]   [MeV]
#
  Bk  97 249 250   6.200   0.650   5.550   0.450
  Bk  97 249 249   6.200   0.800   4.800   0.520
  Bk  97 249 248   6.200   0.650   5.550   0.450
  Bk  97 249 247   6.200   0.800   4.800   0.520
  Bk  97 249 246   6.200   0.650   5.550   0.450
  Bk  97 250 251   6.200   0.800   4.800   0.520
  Bk  97 250 250   6.200   0.650   5.550   0.450
  Bk  97 250 249   6.200   0.800   4.800   0.520
  Bk  97 250 248   6.200   0.650   5.550   0.450
  Bk  97 250 247   6.200   0.800   4.800   0.520
  Cf  98 246 247   6.700   1.000   5.900   0.800
  Cf  98 246 246   6.200   1.040   5.400   0.600
  Cf  98 246 245   6.700   1.000   5.900   0.800
  Cf  98 246 244   6.200   1.040   5.400   0.600
  Cf  98 248 249   6.700   1.200   5.900   0.800
  Cf  98 248 248   6.200   1.040   5.400   0.600
  Cf  98 248 247   6.700   1.000   5.900   0.800
  Cf  98 248 246   6.200   1.040   5.400   0.600
  Cf  98 249 250   6.200   1.150   5.450   0.600
  Cf  98 249 249   6.000   1.200   6.000   0.800
  Cf  98 249 248   6.200   1.040   5.400   0.600
  Cf  98 249 247   6.700   1.000   5.900   0.800
  Cf  98 249 246   6.200   1.040   5.400   0.600
  Cf  98 250 251   6.200   0.800   5.000   0.600
  Cf  98 250 250   6.200   1.040   5.400   0.600
  Cf  98 250 249   6.700   1.200   5.900   0.800
  Cf  98 250 248   6.200   1.040   5.400   0.600
  Cf  98 250 247   6.700   1.000   5.900   0.800
  Cf  98 251 252   6.000   1.040   5.000   0.800
  Cf  98 251 251   6.200   0.800   5.000   0.600
  Cf  98 251 250   6.200   1.040   5.400   0.600
  Cf  98 251 249   6.700   1.200   5.900   0.800
  Cf  98 251 248   6.200   1.040   5.400   0.600
